Adoption ID,Date,Quantity,Book Id,Book Title,Category
6,11/10/2015,681,648,The DK Guide to Literature,English
7,3/26/2015,270,596,Precalculus: A Unit Circle Approach,Mathematics
8,9/9/2015,450,896,Psychology of Investing,Business
9,1/5/2016,455,652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",Student Success
10,10/17/2015,28,783,Fundamentals of Investing,Business
11,11/4/2015,207,950,"Money, Banking, and the Financial System",Economics
12,2/20/2016,521,960,Customer Service: Career Success through Customer Loyalty,Business
13,10/6/2015,374,943,Modern Systems Analysis and Design,Business
14,1/29/2016,257,646,"Power Electronics: Circuits,Devices & Applications",Engineering
15,4/22/2015,277,983,Electronic Commerce 2012,Business
16,11/4/2015,647,975,The Economics of Public Issues,Economics
17,7/16/2015,357,905,Horngren's Accounting,Business
18,1/8/2016,581,957,Principles of Risk Management and Insurance,Business
19,9/15/2015,565,965,QuickBooks Pro 2013: A Complete Course,Business
20,5/26/2015,612,639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science
1,7/21/2015,579,553,"The Prentice Hall Guide for College Writers, Brief Edition",English
2,11/6/2015,617,686,Ownership Series: Ownership: Study Strategies,Student Success
3,11/18/2015,283,550,Literature for Composition,English
4,9/23/2015,324,954,Survey of Economics,Economics
5,5/4/2015,66,627,Intermediate Algebra 10,Mathematics
6,8/21/2015,421,787,Visual Basic 2012 How to Program,Computer Science
7,7/25/2015,295,701,Adaptive Filter Theory,Engineering
8,3/22/2015,109,894,International Economics,Economics
9,7/3/2015,316,614,Writing for Life: Sentences and Paragraphs,Student Success
1,11/24/2015,165,586,College Algebra: An Early Functions Approach,Mathematics
2,2/23/2016,559,680,Introduction to Programming with C++,Computer Science
3,6/16/2015,408,555,"Global Issues, Local Arguments",English
4,1/8/2016,692,598,Introductory & Intermediate Algebra 3e,Mathematics
5,2/2/2016,664,894,International Economics,Economics
6,8/24/2015,108,678,Marketing Research,Business
7,8/7/2015,424,617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics
8,12/4/2015,168,923,Guide to Presentations,Business
9,4/16/2015,439,560,Prose Reader,English
10,8/5/2015,555,937,Microeconomics,Economics
11,1/29/2016,392,615,Algebra and Trigonometry with Modeling & Visualization,Mathematics
12,2/16/2016,321,676,International Monetary & Financial  Economics,Economics
13,7/15/2015,448,644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",Mathematics
14,6/29/2015,65,927,International Management: Text and Cases,Business
15,3/14/2015,538,682,Essentials of Entrepreneurship and Small Business Management,Business
16,5/24/2015,33,896,Psychology of Investing,Business
17,6/5/2015,86,546,The Curious Writer,English
18,6/5/2015,397,616,Introductory and Intermediate Algebra 5e,Mathematics
19,6/18/2015,496,970,E-Marketing,Business
20,2/13/2016,29,590,Mathematics for Business,Business
21,9/9/2015,379,925,Guide to Managerial Communication,Business
22,5/6/2015,245,632,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics
23,1/26/2016,141,931,Business Communication,Business
24,12/2/2015,225,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business
25,12/16/2015,352,932,Foundations of Finance,Business
26,3/29/2015,111,623,Precalculus Essentials,Mathematics
27,7/2/2015,461,704,Fundamentals of Communication Systems,Engineering
28,1/15/2016,619,566,Academic Reading,Student Success
29,7/21/2015,132,631,World of Short Stories: 20 Short Stories from Around the World,Student Success
30,2/19/2016,584,622,"Prealgebra and Introductory Algebra, 4e",Mathematics
1,5/15/2015,417,559,The Blair Reader,English
2,1/12/2016,667,637,Elementary Statistics Using Excel,Statistics
3,7/4/2015,135,633,Brief Calculus & Its Applications,Mathematics
4,2/6/2016,150,910,Managerial Economics,Economics
5,3/27/2015,120,960,Customer Service: Career Success through Customer Loyalty,Business
6,3/5/2016,69,943,Modern Systems Analysis and Design,Business
7,1/31/2016,678,680,Introduction to Programming with C++,Computer Science
8,11/13/2015,109,784,Mechanics of Materials,Engineering
9,9/8/2015,449,687,Introduction to Materials Science,Engineering
10,12/8/2015,341,563,The Necessary Shakespeare,English
11,6/3/2015,692,556,Mosaics: Reading and Writing Essays 6e,Student Success
12,7/21/2015,324,783,Fundamentals of Investing,Business
1,7/28/2015,45,625,"Career Tool Kit, The: Skills for Success",Student Success
2,7/11/2015,350,639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science
3,6/21/2015,593,472,Basics of Web Design: HTML5 & CSS3,Computer Science
4,8/27/2015,343,983,Electronic Commerce 2012,Business
5,8/6/2015,398,946,Auditing and Assurance Services,Business
6,11/17/2015,513,915,Experiencing MIS,Business
7,12/4/2015,652,701,Adaptive Filter Theory,Engineering
8,1/24/2016,634,910,Managerial Economics,Economics
9,11/27/2015,548,556,Mosaics: Reading and Writing Essays 6e,Student Success
10,5/21/2015,74,910,Managerial Economics,Economics
11,2/12/2016,36,473,Introduction to JavaScript Programming with XML and PHP,Computer Science
12,10/17/2015,123,912,Fundamentals of Human Resource Management,Business
13,2/16/2016,478,552,The Prentice Hall Guide for College Writers,English
14,5/5/2015,352,628,Business Math Brief,Business
15,3/31/2015,40,678,Marketing Research,Business
16,11/3/2015,490,959,Introduction to Financial Accounting,Business
17,8/28/2015,33,609,"Writing for Life: Paragraphs and Essays, 3E",Student Success
18,10/25/2015,368,955,Horngren's Financial & Managerial Accounting,Business
19,12/22/2015,548,618,Bridging the Gap,Student Success
20,8/18/2015,357,790,Data Structures and Algorithm Analysis in C++,Computer Science
1,10/9/2015,39,924,The Economics of Sports,Economics
2,11/23/2015,407,685,Ownership Series: Ownership: Critical Thinking,Student Success
3,7/21/2015,529,488,Statistics for Business: Decision Making and Analysis,Statistics
4,1/6/2016,205,677,"Macroeconomics, 2/e",Economics
5,5/12/2015,457,571,Style: Lessons in Clarity and Grace 11E,English
6,11/3/2015,654,676,International Monetary & Financial  Economics,Economics
7,5/15/2015,57,571,Style: Lessons in Clarity and Grace 11E,English
8,1/22/2016,102,591,Basic College Mathematics,Mathematics
9,4/14/2015,572,553,"The Prentice Hall Guide for College Writers, Brief Edition",English
10,1/23/2016,204,915,Experiencing MIS,Business
11,2/18/2016,243,614,Writing for Life: Sentences and Paragraphs,Student Success
12,6/23/2015,349,783,Fundamentals of Investing,Business
13,4/6/2015,647,649,Math Lit,Mathematics
14,12/7/2015,535,613,Business Math,Business
15,10/12/2015,234,644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",Mathematics
16,10/28/2015,178,891,Marketing Plan Handbook,Business
17,5/9/2015,602,613,Business Math,Business
18,10/31/2015,333,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business
19,6/28/2015,364,574,Technical Communication,English
20,11/24/2015,109,913,Economics,Economics
21,6/1/2015,465,643,Engineering Vibration,Engineering
22,2/4/2016,164,590,Mathematics for Business,Business
23,3/6/2016,602,693,"Network Security Essentials: Applications and Standards, 5/e",Computer Science
1,6/9/2015,84,950,"Money, Banking, and the Financial System",Economics
2,5/30/2015,261,589,College Algebra with Modeling & Visualization,Mathematics
3,7/25/2015,500,610,Cornerstones for College Success,Student Success
4,3/13/2015,450,910,Managerial Economics,Economics
5,5/27/2015,609,917,Information Systems Today,Business
6,8/6/2015,291,784,Mechanics of Materials,Engineering
7,8/24/2015,141,898,Better Business,Business
8,6/29/2015,436,551,Literature and the Writing Process,English
9,3/25/2015,260,637,Elementary Statistics Using Excel,Statistics
10,1/10/2016,439,624,Precalculus,Mathematics
11,1/18/2016,670,705,Statics and Mechanics of Materials,Engineering
12,7/5/2015,570,570,Basic College Vocabulary Strategies,Student Success
13,2/9/2016,386,631,World of Short Stories: 20 Short Stories from Around the World,Student Success
14,11/30/2015,424,696,Entrepreneurial Finance,Business
15,8/28/2015,174,557,LB Brief with Tabs,Student Success
16,8/19/2015,349,953,Accounting Information Systems: The Crossroads of Accounting and IT 2e,Business
17,8/29/2015,254,685,Ownership Series: Ownership: Critical Thinking,Student Success
18,5/14/2015,184,592,Essential Math 4e,Mathematics
19,3/29/2015,581,625,"Career Tool Kit, The: Skills for Success",Student Success
20,2/3/2016,35,784,Mechanics of Materials,Engineering
21,1/18/2016,454,633,Brief Calculus & Its Applications,Mathematics
22,11/9/2015,532,574,Technical Communication,English
23,10/17/2015,650,676,International Monetary & Financial  Economics,Economics
24,3/23/2015,507,633,Brief Calculus & Its Applications,Mathematics
25,7/20/2015,413,642,Developmental Mathematics,Mathematics
26,4/25/2015,534,572,Mosaics: Reading and Writing Paragraphs,Student Success
27,1/29/2016,416,553,"The Prentice Hall Guide for College Writers, Brief Edition",English
28,8/24/2015,340,956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,Business
29,1/25/2016,233,927,International Management: Text and Cases,Business
1,1/7/2016,272,922,Management,Business
2,2/9/2016,393,488,Statistics for Business: Decision Making and Analysis,Statistics
3,11/10/2015,461,594,Elementary Algebra:  Concepts & Applications,Mathematics
4,12/26/2015,690,789,Machine Design,Engineering
5,10/29/2015,94,927,International Management: Text and Cases,Business
6,12/21/2015,164,685,Ownership Series: Ownership: Critical Thinking,Student Success
7,12/10/2015,669,592,Essential Math 4e,Mathematics
8,8/9/2015,100,934,Economics Today: The Macro View,Economics
9,5/5/2015,82,909,Management: A Focus on Leaders,Business
10,8/18/2015,72,703,Principles of Macroeconomics,Economics
11,8/16/2015,583,946,Auditing and Assurance Services,Business
12,4/22/2015,190,609,"Writing for Life: Paragraphs and Essays, 3E",Student Success
13,12/2/2015,296,686,Ownership Series: Ownership: Study Strategies,Student Success
14,1/28/2016,405,692,Cryptography and Network Security: Principles and Practice,Computer Science
15,6/19/2015,521,786,Managerial Accounting: Decision Making and Motivating Performance,Business
16,10/28/2015,404,697,"English for Careers: Business, Professional, and Technical",Business
17,9/7/2015,279,785,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",Business
18,2/17/2016,334,680,Introduction to Programming with C++,Computer Science
19,9/4/2015,584,929,Principles of Marketing,Business
20,8/14/2015,548,676,International Monetary & Financial  Economics,Economics
21,2/9/2016,323,953,Accounting Information Systems: The Crossroads of Accounting and IT 2e,Business
22,6/12/2015,339,698,Global Marketing Management,Business
23,2/2/2016,632,912,Fundamentals of Human Resource Management,Business
24,9/19/2015,384,785,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",Business
25,6/20/2015,606,557,LB Brief with Tabs,Student Success
26,9/17/2015,560,928,Human Resource Management,Business
1,4/14/2015,350,787,Visual Basic 2012 How to Program,Computer Science
2,5/28/2015,391,952,"Corporate Finance, The Core",Business
3,6/8/2015,339,984,E-Commerce 2013,Business
4,7/4/2015,496,676,International Monetary & Financial  Economics,Economics
5,4/28/2015,281,567,"Writing and Reading Across the Curriculum, Brief Edition",English
6,6/11/2015,695,791,Essentials of Database Management,Computer Science
7,9/19/2015,123,952,"Corporate Finance, The Core",Business
8,8/20/2015,448,898,Better Business,Business
9,6/9/2015,235,923,Guide to Presentations,Business
10,3/29/2015,602,572,Mosaics: Reading and Writing Paragraphs,Student Success
11,8/8/2015,601,979,Development Economics,Economics
1,8/13/2015,178,600,Statistical Reasoning for Everyday Life,Statistics
2,12/29/2015,544,970,E-Marketing,Business
3,10/29/2015,256,926,Environmental Law,Business
4,5/31/2015,233,968,Principles of Microeconomics,Economics
5,7/2/2015,375,896,Psychology of Investing,Business
6,2/10/2016,271,792,Managing Engineering and Technology,Engineering
7,6/1/2015,458,590,Mathematics for Business,Business
8,7/10/2015,148,793,Reliability Engineering,Engineering
9,4/23/2015,587,904,International Business,Business
1,11/26/2015,365,677,"Macroeconomics, 2/e",Economics
2,12/3/2015,626,557,LB Brief with Tabs,Student Success
3,6/15/2015,474,933,Economics Today,Economics
4,7/7/2015,398,918,Fundamentals of Futures and Options Markets,Business
5,2/26/2016,35,904,International Business,Business
6,7/13/2015,118,648,The DK Guide to Literature,English
7,1/30/2016,338,914,Using MIS,Business
8,4/17/2015,275,549,Complete Works of Shakespeare 7E,English
9,11/25/2015,391,944,Principles of Operations Management,Business
1,2/15/2016,110,911,Economics,Economics
2,7/13/2015,625,915,Experiencing MIS,Business
3,4/1/2015,496,949,Macroeconomics,Economics
4,12/2/2015,685,474,Starting Out with C++: Early Objects,Computer Science
5,1/18/2016,390,608,Basic Technical Mathematics with Calculus,Mathematics
1,12/30/2015,445,596,Precalculus: A Unit Circle Approach,Mathematics
2,2/12/2016,692,627,Intermediate Algebra 10,Mathematics
3,4/24/2015,96,933,Economics Today,Economics
4,7/18/2015,273,955,Horngren's Financial & Managerial Accounting,Business
5,10/23/2015,550,921,Digital Business Networks,Business
6,5/23/2015,509,687,Introduction to Materials Science,Engineering
7,4/20/2015,604,920,Business Communication Essentials,Business
8,12/2/2015,628,695,Aerodynamics for Engineers,Engineering
9,10/1/2015,134,476,Building Java Programs,Computer Science
10,4/18/2015,283,893,Manager's Bookshelf,Business
11,3/19/2015,458,970,E-Marketing,Business
12,10/25/2015,555,609,"Writing for Life: Paragraphs and Essays, 3E",Student Success
13,3/2/2016,156,969,Economics for Managers,Economics
14,7/24/2015,624,689,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",Business
15,3/5/2016,252,694,Visual C# 2012 How to Program,Computer Science
16,2/11/2016,417,706,Introduction to Engineering Analysis,Engineering
17,5/24/2015,568,637,Elementary Statistics Using Excel,Statistics
18,7/31/2015,327,937,Microeconomics,Economics
19,1/28/2016,510,623,Precalculus Essentials,Mathematics
20,10/19/2015,84,611,"Cornerstones for Community College Success, 2/E",Student Success
21,1/19/2016,155,637,Elementary Statistics Using Excel,Statistics
1,3/9/2015,384,483,Mathematics for Elementary Teachers with Activity Manual,Mathematics
2,12/15/2015,270,475,Java Software Structures,Computer Science
3,9/16/2015,325,616,Introductory and Intermediate Algebra 5e,Mathematics
4,7/22/2015,288,974,The Economics of Macro Issues,Economics
5,9/22/2015,625,585,College Algebra Essentials,Mathematics
6,4/30/2015,566,563,The Necessary Shakespeare,English
7,7/3/2015,555,628,Business Math Brief,Business
8,1/25/2016,472,562,Sterling Stories,Student Success
1,12/2/2015,569,957,Principles of Risk Management and Insurance,Business
2,10/6/2015,448,957,Principles of Risk Management and Insurance,Business
3,2/17/2016,299,892,Opportunities and Challenges of Workplace Diversity,Business
4,5/30/2015,69,489,Statistics for Business and Economics,Statistics
5,1/4/2016,305,492,Internetworking with TCP/IP Volume One,Computer Science
6,5/5/2015,667,956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,Business
7,12/15/2015,260,485,Elementary Algebra,Mathematics
8,11/4/2015,330,905,Horngren's Accounting,Business
9,1/31/2016,590,599,Analysis with an Introduction to Proof,Mathematics
10,10/16/2015,235,706,Introduction to Engineering Analysis,Engineering
11,11/15/2015,161,930,Macroeconomics,Economics
12,4/5/2015,96,957,Principles of Risk Management and Insurance,Business
13,11/24/2015,409,936,Systems Analysis and Design,Business
14,3/25/2015,574,652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",Student Success
15,1/9/2016,210,951,Corporate Finance,Business
16,3/9/2015,180,692,Cryptography and Network Security: Principles and Practice,Computer Science
17,12/7/2015,59,930,Macroeconomics,Economics
18,2/2/2016,660,932,Foundations of Finance,Business
19,7/20/2015,554,484,A First Course in Probability,Statistics
20,1/10/2016,545,617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics
21,9/6/2015,688,938,Microeconomics: Theory and Applications with Calculus,Economics
22,6/18/2015,219,940,Microeconomics,Economics
23,5/13/2015,27,955,Horngren's Financial & Managerial Accounting,Business
24,8/10/2015,66,479,Elementary Statistics,Statistics
25,11/28/2015,177,972,Making the Team,Business
26,3/8/2015,503,678,Marketing Research,Business
27,12/5/2015,496,552,The Prentice Hall Guide for College Writers,English
28,10/17/2015,470,642,Developmental Mathematics,Mathematics
29,1/13/2016,74,593,Prealgebra  5e,Mathematics
1,11/20/2015,638,943,Modern Systems Analysis and Design,Business
2,2/24/2016,601,692,Cryptography and Network Security: Principles and Practice,Computer Science
3,10/4/2015,125,481,Mathematics All Around,Mathematics
4,10/11/2015,430,917,Information Systems Today,Business
5,10/22/2015,298,927,International Management: Text and Cases,Business
6,7/4/2015,79,481,Mathematics All Around,Mathematics
7,3/19/2015,459,894,International Economics,Economics
8,9/20/2015,351,956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,Business
9,4/30/2015,36,929,Principles of Marketing,Business
10,1/12/2016,284,472,Basics of Web Design: HTML5 & CSS3,Computer Science
11,6/13/2015,661,596,Precalculus: A Unit Circle Approach,Mathematics
12,1/11/2016,162,911,Economics,Economics
13,9/22/2015,443,942,Employment Law,Business
14,5/12/2015,44,583,John E. Freund's Mathematical Statistics with Applications,Statistics
15,11/29/2015,570,705,Statics and Mechanics of Materials,Engineering
16,8/4/2015,104,701,Adaptive Filter Theory,Engineering
17,5/7/2015,659,556,Mosaics: Reading and Writing Essays 6e,Student Success
18,2/12/2016,44,553,"The Prentice Hall Guide for College Writers, Brief Edition",English
19,2/28/2016,647,482,Excursions in Modern Mathematics,Mathematics
20,10/28/2015,330,892,Opportunities and Challenges of Workplace Diversity,Business
21,9/11/2015,684,589,College Algebra with Modeling & Visualization,Mathematics
22,10/10/2015,627,556,Mosaics: Reading and Writing Essays 6e,Student Success
23,7/21/2015,289,603,Intro Stats,Statistics
24,8/2/2015,562,894,International Economics,Economics
25,2/2/2016,396,559,The Blair Reader,English
1,12/1/2015,169,548,"The Curious Writer, Concise Edition",English
2,11/30/2015,420,928,Human Resource Management,Business
3,7/15/2015,280,569,Building College Vocabulary Strategies,Student Success
4,7/7/2015,471,786,Managerial Accounting: Decision Making and Motivating Performance,Business
5,11/27/2015,331,694,Visual C# 2012 How to Program,Computer Science
6,8/17/2015,437,955,Horngren's Financial & Managerial Accounting,Business
7,1/2/2016,179,934,Economics Today: The Macro View,Economics
8,1/2/2016,189,914,Using MIS,Business
9,12/16/2015,467,944,Principles of Operations Management,Business
10,4/12/2015,621,910,Managerial Economics,Economics
11,9/25/2015,564,959,Introduction to Financial Accounting,Business
12,8/7/2015,131,973,The Economic Way of Thinking,Economics
13,1/17/2016,318,682,Essentials of Entrepreneurship and Small Business Management,Business
1,9/5/2015,680,609,"Writing for Life: Paragraphs and Essays, 3E",Student Success
2,3/3/2016,262,909,Management: A Focus on Leaders,Business
3,10/27/2015,278,678,Marketing Research,Business
4,12/16/2015,557,687,Introduction to Materials Science,Engineering
5,10/15/2015,194,704,Fundamentals of Communication Systems,Engineering
6,9/10/2015,415,562,Sterling Stories,Student Success
7,8/21/2015,504,706,Introduction to Engineering Analysis,Engineering
8,6/4/2015,162,926,Environmental Law,Business
9,7/21/2015,520,786,Managerial Accounting: Decision Making and Motivating Performance,Business
10,1/5/2016,284,574,Technical Communication,English
11,5/16/2015,153,648,The DK Guide to Literature,English
12,12/16/2015,294,937,Microeconomics,Economics
13,1/9/2016,271,600,Statistical Reasoning for Everyday Life,Statistics
14,9/4/2015,544,689,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",Business
15,8/21/2015,336,639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science
16,3/25/2015,695,953,Accounting Information Systems: The Crossroads of Accounting and IT 2e,Business
17,2/16/2016,129,919,MIS Essentials,Business
18,7/5/2015,370,701,Adaptive Filter Theory,Engineering
19,2/18/2016,143,583,John E. Freund's Mathematical Statistics with Applications,Statistics
1,7/5/2015,228,952,"Corporate Finance, The Core",Business
2,11/12/2015,40,570,Basic College Vocabulary Strategies,Student Success
3,1/24/2016,408,975,The Economics of Public Issues,Economics
4,7/28/2015,130,604,Calculus and Its Applications Expanded Version,Mathematics
5,7/18/2015,284,600,Statistical Reasoning for Everyday Life,Statistics
6,12/30/2015,247,617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics
7,9/19/2015,429,788,Manufacturing Engineering & Technology,Engineering
8,7/21/2015,650,913,Economics,Economics
9,2/21/2016,187,964,The Practice of Public Relations,Business
1,7/31/2015,145,592,Essential Math 4e,Mathematics
2,1/6/2016,693,562,Sterling Stories,Student Success
3,9/12/2015,102,790,Data Structures and Algorithm Analysis in C++,Computer Science
4,12/18/2015,119,473,Introduction to JavaScript Programming with XML and PHP,Computer Science
5,9/7/2015,503,978,Database Processing,Computer Science
6,7/3/2015,534,705,Statics and Mechanics of Materials,Engineering
7,9/24/2015,479,975,The Economics of Public Issues,Economics
8,4/23/2015,86,613,Business Math,Business
9,10/2/2015,43,481,Mathematics All Around,Mathematics
10,5/3/2015,295,590,Mathematics for Business,Business
11,12/7/2015,200,932,Foundations of Finance,Business
12,5/25/2015,196,551,Literature and the Writing Process,English
13,3/11/2015,688,916,Management Information Systems,Business
14,11/23/2015,27,916,Management Information Systems,Business
15,7/31/2015,317,570,Basic College Vocabulary Strategies,Student Success
16,10/23/2015,308,481,Mathematics All Around,Mathematics
1,4/29/2015,405,958,Macroeconomics,Economics
2,8/19/2015,81,967,Principles of Economics,Economics
3,5/6/2015,622,928,Human Resource Management,Business
4,9/26/2015,279,586,College Algebra: An Early Functions Approach,Mathematics
5,8/18/2015,244,477,Starting Out With Visual Basic,Computer Science
6,6/25/2015,217,970,E-Marketing,Business
7,4/8/2015,469,687,Introduction to Materials Science,Engineering
8,6/26/2015,308,916,Management Information Systems,Business
9,2/9/2016,426,926,Environmental Law,Business
10,3/25/2015,42,940,Microeconomics,Economics
11,11/4/2015,455,552,The Prentice Hall Guide for College Writers,English
12,5/11/2015,199,937,Microeconomics,Economics
13,5/12/2015,700,926,Environmental Law,Business
14,1/3/2016,277,492,Internetworking with TCP/IP Volume One,Computer Science
15,2/15/2016,313,628,Business Math Brief,Business
16,8/30/2015,477,694,Visual C# 2012 How to Program,Computer Science
17,4/8/2015,576,617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics
18,10/20/2015,289,688,"Essentials of Processes, Systems and Information: with SAP tutorials",Business
19,3/27/2015,560,910,Managerial Economics,Economics
20,11/27/2015,367,583,John E. Freund's Mathematical Statistics with Applications,Statistics
21,1/10/2016,508,978,Database Processing,Computer Science
22,8/26/2015,488,631,World of Short Stories: 20 Short Stories from Around the World,Student Success
23,1/15/2016,143,972,Making the Team,Business
24,7/16/2015,253,929,Principles of Marketing,Business
25,3/1/2016,434,905,Horngren's Accounting,Business
26,3/13/2015,187,782,Public Relations Practices,Business
27,8/17/2015,154,789,Machine Design,Engineering
28,9/8/2015,45,904,International Business,Business
29,2/15/2016,118,912,Fundamentals of Human Resource Management,Business
1,7/18/2015,399,574,Technical Communication,English
2,1/19/2016,74,571,Style: Lessons in Clarity and Grace 11E,English
3,8/19/2015,470,918,Fundamentals of Futures and Options Markets,Business
4,1/20/2016,31,976,"The Economics of Women, Men and Work",Economics
5,7/20/2015,481,957,Principles of Risk Management and Insurance,Business
6,5/8/2015,267,936,Systems Analysis and Design,Business
7,5/18/2015,527,914,Using MIS,Business
8,4/12/2015,578,980,Hands-On Database,Computer Science
9,12/18/2015,504,948,"Integrated Advertising, Promotion, and Marketing Communications",Business
10,8/3/2015,552,912,Fundamentals of Human Resource Management,Business
11,4/19/2015,512,636,Trigonometry,Mathematics
12,4/26/2015,43,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,Mathematics
13,6/22/2015,25,482,Excursions in Modern Mathematics,Mathematics
14,5/31/2015,605,931,Business Communication,Business
15,1/24/2016,281,981,Business Intelligence,Business
16,6/26/2015,516,646,"Power Electronics: Circuits,Devices & Applications",Engineering
17,11/5/2015,572,928,Human Resource Management,Business
18,9/3/2015,389,972,Making the Team,Business
19,8/14/2015,403,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business
20,5/13/2015,394,942,Employment Law,Business
21,1/3/2016,572,788,Manufacturing Engineering & Technology,Engineering
22,11/1/2015,241,638,C++ How to Program (Early Objects Version),Computer Science
23,11/8/2015,508,594,Elementary Algebra:  Concepts & Applications,Mathematics
24,9/17/2015,579,984,E-Commerce 2013,Business
25,12/21/2015,290,701,Adaptive Filter Theory,Engineering
26,12/25/2015,472,483,Mathematics for Elementary Teachers with Activity Manual,Mathematics
27,8/2/2015,575,479,Elementary Statistics,Statistics
28,8/26/2015,271,627,Intermediate Algebra 10,Mathematics
29,5/25/2015,457,696,Entrepreneurial Finance,Business
30,1/22/2016,643,905,Horngren's Accounting,Business
31,4/12/2015,162,676,International Monetary & Financial  Economics,Economics
1,12/30/2015,669,920,Business Communication Essentials,Business
2,3/7/2015,548,705,Statics and Mechanics of Materials,Engineering
3,7/9/2015,334,975,The Economics of Public Issues,Economics
4,12/4/2015,295,892,Opportunities and Challenges of Workplace Diversity,Business
5,8/13/2015,57,636,Trigonometry,Mathematics
6,5/25/2015,404,488,Statistics for Business: Decision Making and Analysis,Statistics
7,9/16/2015,430,597,Introductory Algebra 10,Mathematics
1,9/1/2015,429,563,The Necessary Shakespeare,English
2,5/23/2015,201,904,International Business,Business
3,6/30/2015,537,482,Excursions in Modern Mathematics,Mathematics
4,1/9/2016,669,478,Starting out with Visual C# 2012 (with CD-Rom),Computer Science
5,3/17/2015,75,942,Employment Law,Business
6,7/23/2015,124,482,Excursions in Modern Mathematics,Mathematics
7,8/11/2015,585,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,Mathematics
8,3/27/2015,130,949,Macroeconomics,Economics
9,3/17/2015,100,980,Hands-On Database,Computer Science
10,10/17/2015,126,568,Reading Rhetorically,English
11,8/11/2015,137,911,Economics,Economics
12,5/7/2015,362,972,Making the Team,Business
13,3/3/2016,100,894,International Economics,Economics
14,3/6/2016,514,638,C++ How to Program (Early Objects Version),Computer Science
15,10/19/2015,268,629,Precalculus: Essentials,Mathematics
16,8/7/2015,195,930,Macroeconomics,Economics
17,4/20/2015,203,904,International Business,Business
18,5/11/2015,451,923,Guide to Presentations,Business
19,12/8/2015,574,914,Using MIS,Business
20,9/4/2015,58,627,Intermediate Algebra 10,Mathematics
21,8/21/2015,591,481,Mathematics All Around,Mathematics
1,4/2/2015,122,618,Bridging the Gap,Student Success
2,12/2/2015,308,623,Precalculus Essentials,Mathematics
3,8/4/2015,269,612,Precalculus with Modeling & Visualization,Mathematics
1,11/23/2015,276,677,"Macroeconomics, 2/e",Economics
2,1/29/2016,240,556,Mosaics: Reading and Writing Essays 6e,Student Success
3,7/5/2015,454,949,Macroeconomics,Economics
4,8/2/2015,385,922,Management,Business
5,10/10/2015,682,492,Internetworking with TCP/IP Volume One,Computer Science
6,9/8/2015,267,611,"Cornerstones for Community College Success, 2/E",Student Success
7,6/22/2015,288,905,Horngren's Accounting,Business
8,11/6/2015,403,793,Reliability Engineering,Engineering
9,12/12/2015,560,593,Prealgebra  5e,Mathematics
10,12/20/2015,431,624,Precalculus,Mathematics
11,2/25/2016,151,984,E-Commerce 2013,Business
12,3/9/2015,333,487,Business Statistics: A First Course,Statistics
13,3/3/2016,614,706,Introduction to Engineering Analysis,Engineering
14,10/26/2015,640,931,Business Communication,Business
15,10/3/2015,431,604,Calculus and Its Applications Expanded Version,Mathematics
16,10/3/2015,529,706,Introduction to Engineering Analysis,Engineering
17,4/27/2015,182,567,"Writing and Reading Across the Curriculum, Brief Edition",English
18,11/2/2015,673,960,Customer Service: Career Success through Customer Loyalty,Business
19,6/16/2015,134,480,Fundamentals of Statistics,Statistics
20,2/4/2016,318,688,"Essentials of Processes, Systems and Information: with SAP tutorials",Business
21,6/14/2015,73,643,Engineering Vibration,Engineering
22,12/30/2015,522,936,Systems Analysis and Design,Business
23,1/12/2016,608,638,C++ How to Program (Early Objects Version),Computer Science
24,9/11/2015,473,566,Academic Reading,Student Success
25,12/20/2015,549,631,World of Short Stories: 20 Short Stories from Around the World,Student Success
